"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
9.178268906E2,1.935505435E1,-9.905918732E1,2.238925854E3,2.231379395E3,1.279999971E0,1.946999969E2,1.695063589E0,3.790092468E0,2.885917902E0,4.500000000E1
9.188264340E2,1.935504217E1,-9.905919311E1,2.239445912E3,2.231899414E3,1.529999971E0,2.003000031E2,1.696592225E0,3.790092468E0,2.616356850E0,4.600000000E1
9.198269241E2,1.935502919E1,-9.905919791E1,2.239234769E3,2.231688232E3,1.440000057E0,1.971999969E2,1.698319051E0,3.790092468E0,2.559962511E0,4.600000000E1
9.208272274E2,1.935501394E1,-9.905920102E1,2.239370551E3,2.231823975E3,1.730000019E0,1.901999969E2,1.699786305E0,3.790092468E0,2.530920267E0,4.600000000E1
9.218270423E2,1.935500089E1,-9.905920309E1,2.239807352E3,2.232260742E3,1.480000019E0,1.913000031E2,1.701294355E0,3.790092468E0,2.500000000E0,4.500000000E1
9.228268132E2,1.935498769E1,-9.905920639E1,2.240110611E3,2.232563965E3,1.570000052E0,1.941000061E2,1.702531135E0,3.790092468E0,2.500000000E0,4.500000000E1
9.238263948E2,1.935497677E1,-9.905920863E1,2.240694868E3,2.233148193E3,1.269999981E0,1.913000031E2,1.703982266E0,3.790092468E0,2.500000000E0,4.500000000E1
9.248264582E2,1.935496385E1,-9.905920668E1,2.240496407E3,2.232949707E3,1.590000033E0,1.738000031E2,1.704699571E0,3.790092468E0,2.500000000E0,4.500000000E1
9.258262767E2,1.935495769E1,-9.905920465E1,2.240992999E3,2.233446289E3,6.600000262E-1,1.760000000E2,1.705240666E0,3.790092468E0,2.500000000E0,4.600000000E1
9.268272055E2,1.935495283E1,-9.905920491E1,2.240796965E3,2.233250244E3,6.499999762E-1,1.845000000E2,1.705979332E0,3.790092468E0,2.542780161E0,4.600000000E1
9.278268968E2,1.935494620E1,-9.905920535E1,2.241095321E3,2.233548584E3,8.700000048E-1,1.888999939E2,1.706777445E0,3.790092468E0,2.500000000E0,4.600000000E1
9.288272816E2,1.935493903E1,-9.905920570E1,2.240708131E3,2.233161377E3,7.699999809E-1,1.853000031E2,1.708106979E0,3.790092468E0,2.500000000E0,4.600000000E1
9.298268547E2,1.935492712E1,-9.905920682E1,2.240717437E3,2.233170654E3,1.330000043E0,1.863999939E2,1.709526853E0,3.790092468E0,2.500000000E0,4.600000000E1
9.308269397E2,1.935491456E1,-9.905920926E1,2.241186952E3,2.233640137E3,1.360000014E0,1.928999939E2,1.710826058E0,3.790092468E0,2.500000000E0,4.600000000E1
9.318264452E2,1.935490321E1,-9.905921220E1,2.241675265E3,2.234128418E3,1.320000052E0,1.916000061E2,1.712280639E0,3.790092468E0,2.500000000E0,4.600000000E1
9.328270614E2,1.935489042E1,-9.905921511E1,2.241783453E3,2.234236572E3,1.399999976E0,1.916000061E2,1.713835513E0,3.790092468E0,2.500000000E0,4.600000000E1
9.338272122E2,1.935487801E1,-9.905922194E1,2.242230516E3,2.234683594E3,1.500000000E0,2.056000061E2,1.715129487E0,3.790092468E0,2.500000000E0,4.500000000E1
9.348265876E2,1.935486758E1,-9.905922741E1,2.242663411E3,2.235116455E3,1.190000057E0,2.008000031E2,1.716481408E0,3.790092468E0,2.500000000E0,4.500000000E1
9.358265656E2,1.935485564E1,-9.905922984E1,2.243209586E3,2.235662598E3,1.259999990E0,1.891000061E2,1.717451902E0,3.790092468E0,2.500000000E0,4.600000000E1
9.368271408E2,1.935484714E1,-9.905923194E1,2.243513076E3,2.235966064E3,9.100000262E-1,1.875000000E2,1.718521406E0,3.790092468E0,2.500000000E0,4.600000000E1
9.378267997E2,1.935483773E1,-9.905923405E1,2.244503335E3,2.236956299E3,1.230000019E0,1.915000000E2,1.719669149E0,3.790092468E0,2.500000000E0,4.500000000E1
9.388271464E2,1.935482756E1,-9.905923592E1,2.244543645E3,2.236996582E3,1.250000000E0,1.911999969E2,1.743449894E0,3.790092468E0,2.500000000E0,4.500000000E1
9.396281453E2,1.935482280E1,-9.905900930E1,NaN,NaN,NaN,NaN,1.767975499E0,1.000000000E2,0.000000000E0,-1.000000000E0
9.406734870E2,1.935479699E1,-9.905924147E1,2.240200218E3,2.232653076E3,2.279999971E0,1.970000000E2,1.769017881E0,5.348178387E0,1.035284805E1,2.400000000E1
9.411301959E2,1.935479789E1,-9.905923158E1,2.239602541E3,2.232055420E3,1.210000038E0,1.980000000E2,1.770580027E0,4.627527237E0,6.937183380E0,2.400000000E1
9.421298783E2,1.935478418E1,-9.905922833E1,2.240256862E3,2.232709717E3,1.379999995E0,1.896999969E2,1.772470418E0,3.790092468E0,4.969764233E0,3.600000000E1
9.431297112E2,1.935477000E1,-9.905923827E1,2.241343583E3,2.233796387E3,1.759999990E0,2.135000000E2,1.773665027E0,3.790092468E0,4.000483990E0,4.300000000E1
9.441296719E2,1.935475950E1,-9.905924068E1,2.243007430E3,2.235460205E3,9.100000262E-1,1.891999969E2,1.774666416E0,3.790092468E0,3.415858269E0,4.400000000E1
9.451291631E2,1.935475055E1,-9.905923962E1,2.242100465E3,2.234553223E3,1.399999976E0,1.865000000E2,1.775647506E0,3.790092468E0,2.951195717E0,4.500000000E1
9.461297189E2,1.935474176E1,-9.905923881E1,2.242376850E3,2.234829590E3,1.190000057E0,1.918000031E2,1.776647323E0,3.790092468E0,2.613965511E0,4.500000000E1
9.471295813E2,1.935473284E1,-9.905924001E1,2.242353923E3,2.234806641E3,1.100000024E0,1.963000031E2,1.777790493E0,3.790092468E0,2.500000000E0,4.500000000E1
9.481299964E2,1.935472293E1,-9.905924291E1,2.243184029E3,2.235636719E3,1.200000048E0,1.963000031E2,1.779242932E0,3.790092468E0,2.500000000E0,4.600000000E1
9.491292186E2,1.935471061E1,-9.905924751E1,2.244314437E3,2.236767090E3,1.509999990E0,1.990000000E2,1.780825411E0,3.790092468E0,2.500000000E0,4.600000000E1
9.501299836E2,1.935469716E1,-9.905925244E1,2.244785180E3,2.237237793E3,1.429999948E0,2.003000031E2,1.782026959E0,3.790092468E0,2.500000000E0,4.600000000E1
9.511295813E2,1.935468748E1,-9.905925753E1,2.244516169E3,2.236968750E3,8.600000143E-1,2.021999969E2,1.782833699E0,3.790092468E0,2.500000000E0,4.600000000E1
9.521293926E2,1.935468136E1,-9.905926166E1,2.244547685E3,2.237000244E3,6.499999762E-1,2.033000031E2,1.783313685E0,3.790092468E0,2.500000000E0,4.600000000E1
9.531295034E2,1.935467838E1,-9.905926497E1,2.244103118E3,2.236555664E3,2.500000000E-1,2.086000061E2,1.783684843E0,3.790092468E0,2.500000000E0,4.600000000E1
9.541295724E2,1.935467586E1,-9.905926729E1,2.243943949E3,2.236396484E3,4.799999893E-1,2.006000061E2,1.784450369E0,3.790092468E0,2.500000000E0,4.600000000E1
9.551292580E2,1.935466906E1,-9.905926843E1,2.244458126E3,2.236910645E3,9.499999881E-1,1.820000000E2,1.785652985E0,3.790092468E0,2.500000000E0,4.600000000E1
9.561296521E2,1.935465836E1,-9.905927010E1,2.244513573E3,2.236966064E3,1.340000033E0,1.883000031E2,1.787081119E0,3.790092468E0,2.500000000E0,4.500000000E1
9.571301142E2,1.935464600E1,-9.905927380E1,2.244406919E3,2.236859375E3,1.450000048E0,1.971999969E2,1.788527469E0,3.790092468E0,2.500000000E0,4.500000000E1
9.581297148E2,1.935463386E1,-9.905927875E1,2.244527317E3,2.236979736E3,1.370000005E0,2.018999939E2,1.789874693E0,3.790092468E0,2.500000000E0,4.600000000E1
9.591298769E2,1.935462257E1,-9.905928341E1,2.244892830E3,2.237345215E3,1.250000000E0,2.006999969E2,1.791266386E0,3.790092468E0,2.500000000E0,4.600000000E1
9.601293441E2,1.935461054E1,-9.905928707E1,2.245250286E3,2.237702637E3,1.399999976E0,1.965000000E2,1.792718237E0,3.790092468E0,2.500000000E0,4.600000000E1
9.611298340E2,1.935459780E1,-9.905929010E1,2.245258133E3,2.237710449E3,1.460000038E0,1.983999939E2,1.794177640E0,3.790092468E0,2.500000000E0,4.600000000E1
9.621295442E2,1.935458513E1,-9.905929373E1,2.245254262E3,2.237706543E3,1.429999948E0,1.998000031E2,1.795539568E0,3.790092468E0,2.500000000E0,4.600000000E1
9.631300124E2,1.935457357E1,-9.905929802E1,2.245359521E3,2.237811768E3,1.309999943E0,1.986000061E2,1.797011768E0,3.790092468E0,2.500000000E0,4.600000000E1
9.641299900E2,1.935456086E1,-9.905930195E1,2.245538024E3,2.237990234E3,1.509999990E0,2.016999969E2,1.798129329E0,3.790092468E0,2.500000000E0,4.600000000E1
9.651293058E2,1.935455146E1,-9.905930572E1,2.245479947E3,2.237932129E3,1.159999967E0,2.031000061E2,1.799488114E0,3.790092468E0,2.500000000E0,4.600000000E1
9.661294986E2,1.935453960E1,-9.905930884E1,2.245827880E3,2.238280029E3,1.620000005E0,1.926000061E2,1.800932084E0,3.790092468E0,2.500000000E0,4.600000000E1
9.671295535E2,1.935452692E1,-9.905931181E1,2.245728549E3,2.238180664E3,1.389999986E0,1.948999939E2,1.802242301E0,3.790092468E0,2.500000000E0,4.600000000E1
9.681301002E2,1.935451583E1,-9.905931603E1,2.245407049E3,2.237859131E3,1.389999986E0,1.971000061E2,1.803469614E0,3.790092468E0,2.500000000E0,4.600000000E1
9.691296572E2,1.935450563E1,-9.905932050E1,2.245445167E3,2.237897217E3,1.230000019E0,1.981000061E2,1.804752742E0,3.790092468E0,2.500000000E0,4.500000000E1
9.701298957E2,1.935449490E1,-9.905932500E1,2.245479868E3,2.237931885E3,1.409999967E0,1.978000031E2,1.805891784E0,3.790092468E0,2.500000000E0,4.500000000E1
9.711300379E2,1.935448520E1,-9.905932849E1,2.245668373E3,2.238120361E3,1.070000052E0,1.938000031E2,1.807045107E0,3.790092468E0,2.500000000E0,4.500000000E1
9.721292066E2,1.935447518E1,-9.905933133E1,2.245305364E3,2.237757324E3,1.230000019E0,1.938000031E2,1.808291486E0,3.790092468E0,2.500000000E0,4.500000000E1
9.731299253E2,1.935446422E1,-9.905933382E1,2.245273167E3,2.237725098E3,1.210000038E0,1.941999969E2,1.809436549E0,3.790092468E0,2.500000000E0,4.500000000E1
9.741294506E2,1.935445417E1,-9.905933620E1,2.245311768E3,2.237763672E3,1.100000024E0,1.940000000E2,1.810562597E0,3.790092468E0,2.500000000E0,4.500000000E1
9.751297176E2,1.935444421E1,-9.905933814E1,2.244967556E3,2.237419434E3,1.110000014E0,1.928000031E2,1.811773794E0,3.790092468E0,2.500000000E0,4.500000000E1
9.761292274E2,1.935443332E1,-9.905933839E1,2.245623099E3,2.238074951E3,1.149999976E0,1.906000061E2,1.813318394E0,3.790092468E0,2.500000000E0,4.500000000E1
9.771291656E2,1.935441943E1,-9.905933856E1,2.246460288E3,2.238912109E3,1.610000014E0,1.896999969E2,1.815232976E0,3.790092468E0,2.500000000E0,4.500000000E1
9.781298905E2,1.935440223E1,-9.905933772E1,2.246797483E3,2.239249268E3,1.809999943E0,1.820000000E2,1.817538392E0,3.790092468E0,2.500000000E0,4.600000000E1
9.791295950E2,1.935438150E1,-9.905933810E1,2.246860763E3,2.239312500E3,2.250000000E0,1.855000000E2,1.820107831E0,3.790092468E0,2.500000000E0,4.500000000E1
9.801295171E2,1.935435844E1,-9.905933967E1,2.246805886E3,2.239257568E3,2.269999981E0,1.853999939E2,1.822652395E0,3.790092468E0,2.500000000E0,4.500000000E1
9.811291379E2,1.935433575E1,-9.905934282E1,2.246173619E3,2.238625244E3,2.279999971E0,1.898999939E2,1.825234518E0,3.790092468E0,2.500000000E0,4.500000000E1
9.821297443E2,1.935431264E1,-9.905934523E1,2.245822357E3,2.238273926E3,2.369999886E0,1.856000061E2,1.828016227E0,3.790092468E0,2.500000000E0,4.500000000E1
9.831301071E2,1.935428785E1,-9.905934879E1,2.245737947E3,2.238189453E3,2.630000114E0,1.868999939E2,1.831081684E0,3.790092468E0,2.500000000E0,4.500000000E1
9.841292142E2,1.935426050E1,-9.905935246E1,2.245325173E3,2.237776611E3,2.910000086E0,1.866000061E2,1.834332224E0,3.790092468E0,2.500000000E0,4.500000000E1
9.851296101E2,1.935423174E1,-9.905935801E1,2.245241264E3,2.237692627E3,3.009999990E0,1.913999939E2,1.837573919E0,3.790092468E0,2.500000000E0,4.500000000E1
9.861291806E2,1.935420308E1,-9.905936367E1,2.245175422E3,2.237626709E3,3.029999971E0,1.903999939E2,1.841182731E0,3.790092468E0,2.500000000E0,4.600000000E1
9.871295815E2,1.935417133E1,-9.905937080E1,2.245223114E3,2.237674316E3,3.670000076E0,1.926999969E2,1.844839389E0,3.790092468E0,2.500000000E0,4.500000000E1
9.881300851E2,1.935413909E1,-9.905937767E1,2.244936090E3,2.237387207E3,3.220000029E0,1.895000000E2,1.848478857E0,3.790092468E0,2.500000000E0,4.500000000E1
9.891297258E2,1.935410695E1,-9.905938423E1,2.245031390E3,2.237482422E3,3.599999905E0,1.906000061E2,1.851719917E0,3.790092468E0,2.500000000E0,4.500000000E1
9.901292410E2,1.935407835E1,-9.905939019E1,2.244932345E3,2.237383301E3,2.779999971E0,1.893999939E2,1.854804450E0,3.790092468E0,2.500000000E0,4.600000000E1
9.911298481E2,1.935405145E1,-9.905939737E1,2.244517136E3,2.236968018E3,3.140000105E0,1.935000000E2,1.858014712E0,3.790092468E0,2.500000000E0,4.600000000E1
9.921295197E2,1.935402339E1,-9.905940457E1,2.244193483E3,2.236644287E3,3.099999905E0,1.920000000E2,1.861214329E0,3.790092468E0,2.500000000E0,4.600000000E1
9.931295520E2,1.935399544E1,-9.905941182E1,2.243970171E3,2.236420898E3,3.109999895E0,1.933999939E2,1.864425608E0,3.790092468E0,2.500000000E0,4.600000000E1
9.941292508E2,1.935396713E1,-9.905941787E1,2.243362336E3,2.235812988E3,3.089999914E0,1.893999939E2,1.867584374E0,3.790092468E0,2.500000000E0,4.600000000E1
9.951300370E2,1.935393922E1,-9.905942348E1,2.243229841E3,2.235680420E3,3.029999971E0,1.918000031E2,1.870764651E0,3.790092468E0,2.500000000E0,4.600000000E1
9.961293978E2,1.935391132E1,-9.905943015E1,2.242890073E3,2.235340576E3,3.039999962E0,1.921000061E2,1.873983310E0,3.790092468E0,2.500000000E0,4.500000000E1
9.971299824E2,1.935388333E1,-9.905943797E1,2.242980483E3,2.235430908E3,3.160000086E0,1.948999939E2,1.877374876E0,3.790092468E0,2.500000000E0,4.500000000E1
9.981291933E2,1.935385378E1,-9.905944598E1,2.243409764E3,2.235860107E3,3.180000067E0,1.945000000E2,1.880753964E0,3.790092468E0,2.500000000E0,4.500000000E1
9.991295672E2,1.935382407E1,-9.905945275E1,2.243193780E3,2.235644043E3,3.250000000E0,1.923999939E2,1.884352196E0,3.790092468E0,2.500000000E0,4.400000000E1
1.000130023E3,1.935379233E1,-9.905945943E1,2.243359879E3,2.235810059E3,3.500000000E0,1.920000000E2,1.887865446E0,3.790092468E0,2.500000000E0,4.400000000E1
1.001130091E3,1.935376136E1,-9.905946606E1,2.243703956E3,2.236154053E3,3.250000000E0,1.916000061E2,1.891025382E0,3.790092468E0,2.500000000E0,4.400000000E1
1.002129737E3,1.935373362E1,-9.905947260E1,2.243764334E3,2.236214355E3,2.960000038E0,1.933999939E2,1.893935719E0,3.790092468E0,2.500000000E0,4.300000000E1
1.003130052E3,1.935370825E1,-9.905947942E1,2.243240966E3,2.235690918E3,2.799999952E0,1.931999969E2,1.896741904E0,3.790092468E0,2.500000000E0,4.400000000E1
1.004130097E3,1.935368346E1,-9.905948443E1,2.243752262E3,2.236202148E3,2.789999962E0,1.905000000E2,1.899631667E0,3.790092468E0,2.500000000E0,4.400000000E1
1.005129869E3,1.935365775E1,-9.905948845E1,2.243629037E3,2.236078857E3,2.950000048E0,1.873999939E2,1.901838976E0,3.790092468E0,2.500000000E0,4.500000000E1
1.006129693E3,1.935363801E1,-9.905949067E1,2.243521175E3,2.235970947E3,1.750000000E0,1.856999969E2,1.903484046E0,3.790092468E0,2.500000000E0,4.400000000E1
1.007129253E3,1.935362337E1,-9.905949293E1,2.243212375E3,2.235662109E3,1.889999986E0,1.908000031E2,1.905192444E0,3.790092468E0,2.500000000E0,4.400000000E1
1.008129235E3,1.935360812E1,-9.905949491E1,2.243041514E3,2.235491211E3,1.879999995E0,1.888000031E2,1.906595943E0,3.790092468E0,2.500000000E0,4.600000000E1
1.009129940E3,1.935359554E1,-9.905949382E1,2.243550085E3,2.235999756E3,1.549999952E0,1.798000031E2,1.907340232E0,3.790092468E0,2.500000000E0,4.600000000E1
1.010129371E3,1.935358903E1,-9.905949217E1,2.243762743E3,2.236212402E3,6.100000143E-1,1.831999969E2,1.907573617E0,3.790092468E0,2.500000000E0,4.600000000E1
1.011129561E3,1.935358879E1,-9.905948996E1,2.244173872E3,2.236623535E3,0.000000000E0,NaN,1.908881861E0,3.790092468E0,2.500000000E0,4.600000000E1
1.012129208E3,1.935359094E1,-9.905947770E1,2.244146011E3,2.236595703E3,1.519999981E0,8.850000000E1,1.909742092E0,3.790092468E0,2.500000000E0,4.600000000E1
1.013129403E3,1.935358790E1,-9.905947016E1,2.244456061E3,2.236905762E3,8.600000143E-1,1.626999969E2,1.910992480E0,3.790092468E0,2.500000000E0,4.600000000E1
1.014129192E3,1.935357685E1,-9.905946795E1,2.244939236E3,2.237388916E3,1.409999967E0,1.633999939E2,1.912997673E0,3.790092468E0,2.500000000E0,4.600000000E1
1.015129322E3,1.935356013E1,-9.905947511E1,2.245667803E3,2.238117432E3,2.160000086E0,2.048999939E2,1.914037039E0,3.790092468E0,2.500000000E0,4.600000000E1
1.016129343E3,1.935355079E1,-9.905947472E1,2.245585304E3,2.238034912E3,7.900000215E-1,1.736000061E2,1.914765823E0,3.790092468E0,2.500000000E0,4.500000000E1
1.017130056E3,1.935354492E1,-9.905947163E1,2.245366317E3,2.237815918E3,8.799999952E-1,1.696999969E2,1.915500813E0,3.790092468E0,2.500000000E0,4.400000000E1
1.018129725E3,1.935353851E1,-9.905946992E1,2.245168330E3,2.237617920E3,7.799999714E-1,1.746999969E2,1.916181920E0,3.790092468E0,2.500000000E0,4.400000000E1
1.019129739E3,1.935353247E1,-9.905946884E1,2.245741583E3,2.238191162E3,7.200000286E-1,1.693000031E2,1.916819628E0,3.790092468E0,2.500000000E0,4.500000000E1
1.020129331E3,1.935352675E1,-9.905946840E1,2.245716693E3,2.238166260E3,7.799999714E-1,1.703000031E2,1.917174861E0,3.790092468E0,2.500000000E0,4.500000000E1
1.021129515E3,1.935352445E1,-9.905947075E1,2.245357083E3,2.237806641E3,3.100000024E-1,1.793999939E2,1.918006194E0,3.790092468E0,2.500000000E0,4.300000000E1
1.022129893E3,1.935352896E1,-9.905947707E1,2.245343658E3,2.237793213E3,0.000000000E0,NaN,1.918317937E0,3.790092468E0,2.500000000E0,4.300000000E1
1.023129189E3,1.935353011E1,-9.905947978E1,2.244887362E3,2.237336914E3,1.500000060E-1,1.881999969E2,1.918733104E0,3.790092468E0,2.500000000E0,4.500000000E1
1.024130079E3,1.935353263E1,-9.905948270E1,2.244330233E3,2.236779785E3,2.800000012E-1,3.267000122E2,1.919275489E0,3.790092468E0,2.500000000E0,4.600000000E1
1.025130106E3,1.935353622E1,-9.905948620E1,2.244353914E3,2.236803467E3,0.000000000E0,NaN,1.919481567E0,3.790092468E0,2.500000000E0,4.600000000E1
1.026129894E3,1.935353752E1,-9.905948760E1,2.244354646E3,2.236804199E3,0.000000000E0,NaN,1.919591502E0,3.790092468E0,2.500000000E0,4.600000000E1
1.027130058E3,1.935353822E1,-9.905948834E1,2.244352693E3,2.236802246E3,0.000000000E0,NaN,1.920373432E0,3.790092468E0,2.500000000E0,4.600000000E1
1.028129942E3,1.935354208E1,-9.905949457E1,2.244206456E3,2.236656006E3,9.599999785E-1,3.108999939E2,1.920896406E0,3.790092468E0,2.500000000E0,4.600000000E1
1.029129666E3,1.935354436E1,-9.905949893E1,2.244180092E3,2.236629639E3,0.000000000E0,NaN,1.920952354E0,3.790092468E0,2.500000000E0,4.500000000E1
1.030129420E3,1.935354409E1,-9.905949938E1,2.244178873E3,2.236628418E3,0.000000000E0,NaN,1.920980842E0,3.790092468E0,2.500000000E0,4.400000000E1
1.031130073E3,1.935354399E1,-9.905949963E1,2.244179118E3,2.236628662E3,0.000000000E0,NaN,1.920995903E0,3.790092468E0,2.500000000E0,4.500000000E1
1.032129707E3,1.935354396E1,-9.905949977E1,2.244177898E3,2.236627441E3,0.000000000E0,NaN,1.921004370E0,3.790092468E0,2.500000000E0,4.400000000E1
1.033129896E3,1.935354397E1,-9.905949985E1,2.244181804E3,2.236631348E3,0.000000000E0,NaN,1.921088982E0,3.790092468E0,2.500000000E0,4.200000000E1
1.034129544E3,1.935354473E1,-9.905949989E1,2.243952554E3,2.236402100E3,0.000000000E0,NaN,1.921240285E0,3.790092468E0,2.500000000E0,4.500000000E1
1.035129569E3,1.935354561E1,-9.905950099E1,2.243758463E3,2.236208008E3,2.199999988E-1,3.123999939E2,1.921343699E0,3.790092468E0,2.500000000E0,4.400000000E1
1.036129484E3,1.935354614E1,-9.905950180E1,2.243760905E3,2.236210449E3,0.000000000E0,NaN,1.921357518E0,3.790092468E0,2.500000000E0,4.500000000E1
1.037129574E3,1.935354612E1,-9.905950193E1,2.243762614E3,2.236212158E3,0.000000000E0,NaN,1.921371558E0,3.790092468E0,2.500000000E0,4.500000000E1
1.038129312E3,1.935354615E1,-9.905950206E1,2.243769450E3,2.236218994E3,0.000000000E0,NaN,1.921383926E0,3.790092468E0,2.500000000E0,4.500000000E1
1.039129560E3,1.935354619E1,-9.905950217E1,2.243768718E3,2.236218262E3,0.000000000E0,NaN,1.921627614E0,3.790092468E0,2.500000000E0,4.500000000E1
1.040129561E3,1.935354749E1,-9.905950404E1,2.244134685E3,2.236584229E3,2.199999988E-1,3.015000000E2,1.923102643E0,3.790092468E0,2.500000000E0,4.400000000E1
1.041129388E3,1.935355950E1,-9.905951001E1,2.244623684E3,2.237073242E3,2.019999981E0,3.365000000E2,1.924262593E0,3.790092468E0,2.500000000E0,4.300000000E1
1.042129729E3,1.935356878E1,-9.905951506E1,2.244569962E3,2.237019531E3,3.000000119E-1,3.321000061E2,1.924410585E0,3.790092468E0,2.500000000E0,4.400000000E1
1.043129563E3,1.935356874E1,-9.905951647E1,2.244506977E3,2.236956543E3,0.000000000E0,NaN,1.924496731E0,3.790092468E0,2.500000000E0,4.500000000E1
1.044129954E3,1.935356808E1,-9.905951690E1,2.244502829E3,2.236952393E3,0.000000000E0,NaN,1.924565149E0,3.790092468E0,2.500000000E0,4.600000000E1
1.045129188E3,1.935356803E1,-9.905951625E1,2.244931050E3,2.237380615E3,0.000000000E0,NaN,1.924652266E0,3.790092468E0,2.500000000E0,4.600000000E1
1.046129343E3,1.935356782E1,-9.905951545E1,2.244934711E3,2.237384277E3,0.000000000E0,NaN,1.924729396E0,3.790092468E0,2.500000000E0,4.500000000E1
1.047129562E3,1.935356800E1,-9.905951474E1,2.244706194E3,2.237155762E3,0.000000000E0,NaN,1.924827345E0,3.790092468E0,2.500000000E0,4.400000000E1
1.048129526E3,1.935356815E1,-9.905951382E1,2.244699112E3,2.237148682E3,0.000000000E0,NaN,1.924899870E0,3.790092468E0,2.500000000E0,4.600000000E1
1.049129741E3,1.935356819E1,-9.905951313E1,2.244693495E3,2.237143066E3,0.000000000E0,NaN,1.924935609E0,3.790092468E0,2.500000000E0,4.600000000E1
1.050129842E3,1.935356821E1,-9.905951279E1,2.244688123E3,2.237137695E3,0.000000000E0,NaN,1.924962977E0,3.790092468E0,2.500000000E0,4.500000000E1
1.051130017E3,1.935356823E1,-9.905951253E1,2.244682751E3,2.237132324E3,0.000000000E0,NaN,1.925019460E0,3.790092468E0,2.500000000E0,4.500000000E1
1.052129497E3,1.935356857E1,-9.905951213E1,2.244841930E3,2.237291504E3,0.000000000E0,NaN,1.925411173E0,3.790092468E0,2.500000000E0,4.500000000E1
1.053129739E3,1.935356509E1,-9.905951271E1,2.244843648E3,2.237293213E3,0.000000000E0,NaN,1.926510977E0,3.790092468E0,2.500000000E0,4.300000000E1
